dt,chl,cond,DO,sal,wtemp,turb,pH
2013-02-14 00:00:00+00:00,46.38644067796609,,,33.62502824858759,11.468700564971753,20.450847457627134,
2013-02-15 00:00:00+00:00,45.63402777777779,,,33.5845833333334,11.412083333333356,43.751736111111086,
2013-02-16 00:00:00+00:00,50.19616724738681,,,33.5616724738676,11.418885017421598,14.651916376306621,
2013-02-17 00:00:00+00:00,52.4426966292135,,,33.39269662921349,11.380561797752819,25.52022471910113,
2013-02-18 00:00:00+00:00,51.165384615384596,,,33.505625000000016,11.45591346153846,8.387980769230767,
2013-02-19 00:00:00+00:00,54.78506944444448,,,33.45461805555553,11.375173611111087,11.798611111111107,
2013-02-20 00:00:00+00:00,50.775694444444426,,,33.35472222222223,11.241736111111125,13.986111111111123,
2013-02-21 00:00:00+00:00,6.295833333333333,,,21.604930555555434,10.567048611111103,3.568749999999999,
2013-02-22 00:00:00+00:00,12.349999999999998,,,20.44402777777778,9.044756944444435,16.65416666666666,
2013-02-23 00:00:00+00:00,57.46979166666665,,,33.420937499999965,11.37979166666666,51.233333333333356,
2013-02-24 00:00:00+00:00,54.44409722222221,,,33.43406250000001,11.1617013888889,38.150694444444426,
2013-02-25 00:00:00+00:00,24.41284722222221,,,33.260694444444454,11.439513888888891,48.27569444444446,
2013-02-26 00:00:00+00:00,42.67595818815332,,,33.12902439024389,11.61240418118468,19.42055749128918,
2013-02-27 00:00:00+00:00,56.61979166666666,,,33.01670138888887,11.499513888888897,9.667013888888892,
2013-02-28 00:00:00+00:00,56.076923076923066,,,32.84384615384615,11.668461538461532,13.45874125874126,
2013-03-01 00:00:00+00:00,61.832986111111126,,,32.73552083333331,11.75093749999997,18.571527777777774,
2013-03-02 00:00:00+00:00,57.95229357798164,,,32.72743119266055,11.596972477064211,12.633027522935782,
2013-03-03 00:00:00+00:00,16.04634146341464,,,21.496620209059216,11.676864111498258,4.113588850174218,
2013-03-04 00:00:00+00:00,41.710801393728204,,,25.626341463414626,11.497526132404177,42.43797909407666,
2013-03-05 00:00:00+00:00,64.65824561403512,,,32.865754385964884,11.467368421052662,78.35508771929824,
2013-03-06 00:00:00+00:00,39.824999999999974,,,33.04944444444444,11.6201388888889,58.420138888888864,
2013-03-07 00:00:00+00:00,3.292363636363635,,,33.75229090909094,10.5056,3.4447272727272726,
2013-03-08 00:00:00+00:00,-0.0950177935943061,,,33.848362989323924,10.011850533807806,1.2868327402135231,
2013-03-09 00:00:00+00:00,-0.26250000000000034,,,33.894444444444396,11.027881944444438,1.3475694444444468,
2013-03-10 00:00:00+00:00,-0.19409722222222214,,,22.785520833333383,10.748888888888898,2.350347222222219,
2013-03-11 00:00:00+00:00,33.167013888888896,,,28.420555555555556,11.474270833333343,41.618750000000006,
2013-03-12 00:00:00+00:00,14.481052631578937,,,20.759929824561425,12.247649122807015,6.585263157894721,
2013-03-13 00:00:00+00:00,1.329818181818183,,,28.313090909090917,12.599636363636357,42.81127272727273,
2013-03-14 00:00:00+00:00,1.9175,,,33.41885714285714,12.978464285714285,58.353928571428575,
2013-03-15 00:00:00+00:00,1.847916666666666,,,33.52472222222221,13.001770833333346,134.4684027777778,
2013-03-16 00:00:00+00:00,1.1597222222222228,,,20.872118055555568,12.475520833333325,40.83055555555545,
2013-03-17 00:00:00+00:00,-0.06388888888888888,,,17.128090277777797,12.065902777777795,0.7347222222222206,
2013-03-18 00:00:00+00:00,-0.276388888888889,,,16.838611111111128,11.180034722222201,0.7138888888888868,
2013-03-19 00:00:00+00:00,-0.3013888888888887,,,15.766215277777775,11.956562499999993,0.7149305555555528,
2013-03-20 00:00:00+00:00,-0.3482638888888888,,,8.197083333333333,13.125833333333334,0.7076388888888875,
2013-03-21 00:00:00+00:00,4.737130801687764,,,17.885864978902962,12.053755274261604,14.577637130801694,
2013-03-22 00:00:00+00:00,10.280419580419583,,,30.206853146853145,11.743951048951056,86.39160839160834,
2013-03-23 00:00:00+00:00,4.649652777777778,,,8.755034722222224,11.484722222222215,3.9093750000000043,
2013-03-24 00:00:00+00:00,0.4861111111111106,,,0.308645833333332,11.37177083333335,1.3125000000000013,
2013-03-25 00:00:00+00:00,4.573611111111113,,,19.81194444444444,11.912430555555556,30.44513888888889,
2013-03-26 00:00:00+00:00,6.154513888888889,,,33.68510416666662,12.355347222222207,31.73090277777777,
2013-03-27 00:00:00+00:00,7.436805555555559,,,33.61576388888889,12.182847222222216,17.06388888888889,
2013-03-28 00:00:00+00:00,4.429378531073445,,,22.822316384180787,12.424237288135602,18.962146892655372,
2013-03-29 00:00:00+00:00,0.06470588235294117,,,0.2535294117647056,12.4607843137255,0.8803921568627447,
2013-03-30 00:00:00+00:00,-0.1958333333333335,,,0.1994791666666678,12.619965277777787,0.6815972222222204,
2013-03-31 00:00:00+00:00,-0.28248175182481755,,,0.20065693430657008,13.262445255474471,0.5040145985401467,
2013-04-01 00:00:00+00:00,-0.38706293706293676,,,0.22297202797202634,13.635069930069927,0.5038461538461522,
2013-04-02 00:00:00+00:00,-0.37359154929577454,,,0.24545774647887336,13.12165492957746,0.7278169014084522,
2013-04-03 00:00:00+00:00,-0.342361111111111,,,0.2795486111111123,12.413611111111123,0.955208333333334,
2013-04-04 00:00:00+00:00,-0.3243055555555556,,,0.3085069444444446,12.483541666666675,1.0590277777777772,
2013-04-05 00:00:00+00:00,-0.3486111111111108,,,0.3069097222222219,13.596250000000001,1.1163194444444429,
2013-04-06 00:00:00+00:00,-0.34687499999999993,,,0.29774305555555525,13.088333333333349,1.2437500000000012,
